consumable,tray,column,x,y,z1,z2,tip
Reagent Cartridge,B,4,0,0,0,0,1000
Reagent Cartridge,B,5,0,0,0,0,1000
Reagent Cartridge,B,6,0,0,0,0,1000
Reagent Cartridge,B,7,0,0,0,0,1000
Reagent Cartridge,B,8,0,0,0,0,1000
Reagent Cartridge,B,9,0,0,0,0,1000
Reagent Cartridge,B,10,0,0,0,0,1000
Reagent Cartridge,B,11,0,0,0,0,1000
Reagent Cartridge,B,12,0,0,0,0,1000
Reagent Cartridge,C,1,0,0,0,0,1000
Reagent Cartridge,C,2,0,0,0,0,1000
Reagent Cartridge,C,3,0,0,0,0,1000
Reagent Cartridge,C,4,0,0,0,0,1000
Reagent Cartridge,C,5,0,0,0,0,1000
Reagent Cartridge,C,6,0,0,0,0,1000
Reagent Cartridge,C,7,0,0,0,0,1000
Reagent Cartridge,C,8,0,0,0,0,1000
Reagent Cartridge,C,9,0,0,0,0,1000
Reagent Cartridge,C,10,0,0,0,0,1000
Reagent Cartridge,C,11,0,0,0,0,1000
Reagent Cartridge,C,12,0,0,0,0,1000
Reagent Cartridge,D,1,0,0,0,0,1000
Reagent Cartridge,D,2,0,0,0,0,1000
Reagent Cartridge,D,3,0,0,0,0,1000
Reagent Cartridge,D,4,0,0,0,0,1000
Reagent Cartridge,D,5,0,0,0,0,1000
Reagent Cartridge,D,6,0,0,0,0,1000
Reagent Cartridge,D,7,0,0,0,0,1000
Reagent Cartridge,D,8,0,0,0,0,1000
Reagent Cartridge,D,9,0,0,0,0,1000
Reagent Cartridge,D,10,0,0,0,0,1000
Reagent Cartridge,D,11,0,0,0,0,1000
Reagent Cartridge,D,12,0,0,0,0,1000
Sample Rack,A,1,-272100,-683000,-1105000,0,1000
Sample Rack,B,1,0,0,0,0,1000
Sample Rack,C,1,-272100,-1493000,-1125000,0,1000
Sample Rack,D,1,0,0,0,0,1000
Aux Heater,A,1,0,0,0,0,1000
Aux Heater,B,1,0,0,0,0,1000
Aux Heater,C,1,0,0,0,0,1000
Aux Heater,D,1,0,0,0,0,1000
Heater/Shaker,nan,1,-389950,-948000,-642000,0,1000
Heater/Shaker,nan,2,-372950,-948000,-642000,0,1000
Heater/Shaker,nan,3,-353950,-948000,-642000,0,1000
Heater/Shaker,nan,4,-335950,-948000,-642000,0,1000
Mag Separator,nan,1,-392850,-1423000,-797000,0,1000
Mag Separator,nan,2,-387550,-1423000,-797000,0,1000
Mag Separator,nan,3,-382450,-1423000,-797000,0,1000
Mag Separator,nan,4,-376949,-1423000,-797000,0,1000
Mag Separator,nan,5,-371449,-1423000,-797000,0,1000
Mag Separator,nan,6,-365949,-1423000,-797000,0,1000
Mag Separator,nan,7,-360449,-1423000,-797000,0,1000
Mag Separator,nan,8,-354949,-1423000,-797000,0,1000
Mag Separator,nan,9,-349449,-1423000,-797000,0,1000
Mag Separator,nan,10,-344199,-1423000,-797000,0,1000
Mag Separator,nan,11,-338699,-1423000,-797000,0,1000
Mag Separator,nan,12,-333199,-1423000,-797000,0,1000
Chiller,nan,1,0,0,0,0,1000
Chiller,nan,2,0,0,0,0,1000
Chiller,nan,3,0,0,0,0,1000
Chiller,nan,4,0,0,0,0,1000
Chiller,nan,5,0,0,0,0,1000
Chiller,nan,6,0,0,0,0,1000
Chiller,nan,7,0,0,0,0,1000
Chiller,nan,8,0,0,0,0,1000
Chiller,nan,9,0,0,0,0,1000
Chiller,nan,10,0,0,0,0,1000
Chiller,nan,11,0,0,0,0,1000
Chiller,nan,12,0,0,0,0,1000
Pre-Amp Thermocycler,nan,1,0,0,0,0,1000
Pre-Amp Thermocycler,nan,2,0,0,0,0,1000
Pre-Amp Thermocycler,nan,3,0,0,0,0,1000
Pre-Amp Thermocycler,nan,4,0,0,0,0,1000
Pre-Amp Thermocycler,nan,5,0,0,0,0,1000
Pre-Amp Thermocycler,nan,6,0,0,0,0,1000
Pre-Amp Thermocycler,nan,7,0,0,0,0,1000
Pre-Amp Thermocycler,nan,8,0,0,0,0,1000
Pre-Amp Thermocycler,nan,9,0,0,0,0,1000
Pre-Amp Thermocycler,nan,10,0,0,0,0,1000
Pre-Amp Thermocycler,nan,11,0,0,0,0,1000
Pre-Amp Thermocycler,nan,12,0,0,0,0,1000
Lid Tray,A,1,0,0,0,0,1000
Lid Tray,B,1,0,0,0,0,1000
Lid Tray,C,1,0,0,0,0,1000
Lid Tray,D,1,0,0,0,0,1000
Tip Transfer Tray,nan,1,0,0,0,0,1000
Tip Transfer Tray,nan,2,0,0,0,0,1000
Tip Transfer Tray,nan,3,0,0,0,0,1000
Tip Transfer Tray,nan,4,0,0,0,0,1000
Tip Transfer Tray,nan,5,0,0,0,0,1000
Tip Transfer Tray,nan,6,0,0,0,0,1000
Tip Transfer Tray,nan,7,0,0,0,0,1000
Tip Transfer Tray,nan,8,0,0,0,0,1000
Tip Transfer Tray,nan,9,0,0,0,0,1000
Tip Transfer Tray,A,1,0,0,0,0,1000
Tip Transfer Tray,B,1,0,0,0,0,1000
Tip Transfer Tray,C,1,0,0,0,0,1000
Tip Transfer Tray,D,1,0,0,0,0,1000
Assay Strip,A,1,-471950,-1888000,-730000,0,1000
Assay Strip,A,2,-466750,-1888000,-730000,0,1000
Assay Strip,B,1,-456250,-1888000,-730000,0,1000
Assay Strip,B,2,-451250,-1888000,-730000,0,1000
Assay Strip,C,1,0,0,0,0,1000
Assay Strip,C,1,0,0,0,0,1000
Assay Strip,D,1,0,0,0,0,1000
Assay Strip,D,2,0,0,0,0,1000
Tray,A,1,0,0,0,0,1000
Tray,A,2,0,0,0,0,1000
Tray,A,3,0,0,0,0,1000
Tray,B,1,0,0,0,0,1000
Tray,B,2,0,0,0,0,1000
Tray,B,3,0,0,0,0,1000
Tray,C,1,0,0,0,0,1000
Tray,C,2,0,0,0,0,1000
Tray,C,3,0,0,0,0,1000
Tray,D,1,0,0,0,0,1000
Tray,D,2,0,0,0,0,1000
Tray,D,3,0,0,0,0,1000
DG8,A,1,0,0,0,0,1000
DG8,A,2,0,0,0,0,1000
DG8,A,3,0,0,0,0,1000
DG8,B,1,0,0,0,0,1000
DG8,B,2,0,0,0,0,1000
DG8,B,3,0,0,0,0,1000
DG8,C,1,0,0,0,0,1000
DG8,C,2,0,0,0,0,1000
DG8,C,3,0,0,0,0,1000
DG8,D,1,0,0,0,0,1000
DG8,D,2,0,0,0,0,1000
DG8,D,3,0,0,0,0,1000
