consumable,tray,column,x,y,z1,z2,tip
Reagent Cartridge,B,6,0,0,0,0,1000
Reagent Cartridge,B,7,0,0,0,0,1000
Reagent Cartridge,B,8,0,0,0,0,1000
Reagent Cartridge,B,9,0,0,0,0,1000
Reagent Cartridge,B,10,0,0,0,0,1000
Reagent Cartridge,B,11,0,0,0,0,1000
Reagent Cartridge,B,12,0,0,0,0,1000
Reagent Cartridge,C,1,0,0,0,0,1000
Reagent Cartridge,C,2,0,0,0,0,1000
Reagent Cartridge,C,3,0,0,0,0,1000
Reagent Cartridge,C,4,0,0,0,0,1000
Reagent Cartridge,C,5,0,0,0,0,1000
Reagent Cartridge,C,6,0,0,0,0,1000
Reagent Cartridge,C,7,0,0,0,0,1000
Reagent Cartridge,C,8,0,0,0,0,1000
Reagent Cartridge,C,9,0,0,0,0,1000
Reagent Cartridge,C,10,0,0,0,0,1000
Reagent Cartridge,C,11,0,0,0,0,1000
Reagent Cartridge,C,12,0,0,0,0,1000
Reagent Cartridge,D,1,0,0,0,0,1000
Reagent Cartridge,D,2,0,0,0,0,1000
Reagent Cartridge,D,3,0,0,0,0,1000
Reagent Cartridge,D,4,0,0,0,0,1000
Reagent Cartridge,D,5,0,0,0,0,1000
Reagent Cartridge,D,6,0,0,0,0,1000
Reagent Cartridge,D,7,0,0,0,0,1000
Reagent Cartridge,D,8,0,0,0,0,1000
Reagent Cartridge,D,9,0,0,0,0,1000
Reagent Cartridge,D,10,0,0,0,0,1000
Reagent Cartridge,D,11,0,0,0,0,1000
Reagent Cartridge,D,12,0,0,0,0,1000
Sample Rack,A,1,-275940,-649000,-1137000,0,1000
Sample Rack,B,1,0,0,0,0,1000
Sample Rack,C,1,0,0,0,0,1000
Sample Rack,D,1,0,0,0,0,1000
Aux Heater,A,1,0,0,0,0,1000
Aux Heater,B,1,0,0,0,0,1000
Aux Heater,C,1,0,0,0,0,1000
Aux Heater,D,1,0,0,0,0,1000
Heater/Shaker,,1,-393450,-927000,-643000,0,1000
Heater/Shaker,,2,-376450,-927000,-643000,0,1000
Heater/Shaker,,3,-357450,-927000,-643000,0,1000
Heater/Shaker,,4,-339450,-927000,-643000,0,1000
Mag Separator,,1,-396650,-1392000,-786000,0,1000
Mag Separator,,2,-391150,-1392000,-786000,0,1000
Mag Separator,,3,-385650,-1392000,-786000,0,1000
Mag Separator,,4,-380150,-1392000,-786000,0,1000
Mag Separator,,5,-374650,-1392000,-786000,0,1000
Mag Separator,,6,-369450,-1392000,-786000,0,1000
Mag Separator,,7,-364450,-1392000,-786000,0,1000
Mag Separator,,8,0,0,0,0,1000
Mag Separator,,9,0,0,0,0,1000
Mag Separator,,10,0,0,0,0,1000
Mag Separator,,11,0,0,0,0,1000
Mag Separator,,12,0,0,0,0,1000
Chiller,,1,0,0,0,0,1000
Chiller,,2,0,0,0,0,1000
Chiller,,3,0,0,0,0,1000
Chiller,,4,0,0,0,0,1000
Chiller,,5,0,0,0,0,1000
Chiller,,6,0,0,0,0,1000
Chiller,,7,0,0,0,0,1000
Chiller,,8,0,0,0,0,1000
Chiller,,9,0,0,0,0,1000
Chiller,,10,0,0,0,0,1000
Chiller,,11,0,0,0,0,1000
Chiller,,12,0,0,0,0,1000
Pre-Amp Thermocycler,,1,-449450,-306027,-570000,0,1000
Pre-Amp Thermocycler,,2,-444450,-306027,-580000,0,1000
Pre-Amp Thermocycler,,3,0,0,0,0,1000
Pre-Amp Thermocycler,,4,0,0,0,0,1000
Pre-Amp Thermocycler,,5,0,0,0,0,1000
Pre-Amp Thermocycler,,6,0,0,0,0,1000
Pre-Amp Thermocycler,,7,0,0,0,0,1000
Pre-Amp Thermocycler,,8,0,0,0,0,1000
Pre-Amp Thermocycler,,9,0,0,0,0,1000
Pre-Amp Thermocycler,,10,0,0,0,0,1000
Pre-Amp Thermocycler,,11,0,0,0,0,1000
Pre-Amp Thermocycler,,12,0,0,0,0,1000
Lid Tray,A,1,0,0,0,0,1000
Lid Tray,B,1,0,0,0,0,1000
Lid Tray,C,1,0,0,0,0,1000
Lid Tray,D,1,0,0,0,0,1000
Tip Transfer Tray,,1,-470400,-1402000,-1285000,0,1000
Tip Transfer Tray,,2,-465200,-1402000,-1300000,0,1000
Tip Transfer Tray,,3,-460100,-1402000,-1300000,0,1000
Tip Transfer Tray,,4,-454100,-1402000,-1300000,0,1000
Tip Transfer Tray,,5,-448550,-1402000,-1300000,0,1000
Tip Transfer Tray,,6,-443250,-1402000,-1285000,0,1000
Tip Transfer Tray,,7,-438550,-1402000,-1286000,0,1000
Tip Transfer Tray,,8,-433150,-1402000,-1286000,0,1000
Tip Transfer Tray,,9,0,0,0,0,1000
Tip Transfer Tray,A,1,0,0,0,0,1000
Tip Transfer Tray,B,1,0,0,0,0,1000
Tip Transfer Tray,C,1,0,0,0,0,1000
Tip Transfer Tray,D,1,0,0,0,0,1000
Assay Strip,A,1,-475150,-1852000,-700000,0,1000
Assay Strip,A,2,0,0,0,0,1000
Assay Strip,B,3,0,0,0,0,1000
Assay Strip,B,4,0,0,0,0,1000
Assay Strip,C,5,0,0,0,0,1000
Assay Strip,C,6,0,0,0,0,1000
Assay Strip,D,7,0,0,0,0,1000
Assay Strip,D,8,0,0,0,0,1000
Tray,A,1,0,0,0,0,1000
Tray,A,2,0,0,0,0,1000
Tray,A,3,0,0,0,0,1000
Tray,B,1,0,0,0,0,1000
Tray,B,2,0,0,0,0,1000
Tray,B,3,0,0,0,0,1000
Tray,C,1,0,0,0,0,1000
Tray,C,2,0,0,0,0,1000
Tray,C,3,0,0,0,0,1000
Tray,D,1,0,0,0,0,1000
Tray,D,2,0,0,0,0,1000
Tray,D,3,0,0,0,0,1000
DG8,A,1,0,0,0,0,1000
DG8,A,2,0,0,0,0,1000
DG8,A,3,0,0,0,0,1000
DG8,B,1,0,0,0,0,1000
DG8,B,2,0,0,0,0,1000
DG8,B,3,0,0,0,0,1000
DG8,C,1,0,0,0,0,1000
DG8,C,2,0,0,0,0,1000
DG8,C,3,0,0,0,0,1000
DG8,D,1,0,0,0,0,1000
DG8,D,2,0,0,0,0,1000
DG8,D,3,0,0,0,0,1000
