consumable,tray,column,x,y,z1,z2,tip
Reagent Cartridge,A,9,-202850,-628000,-763500,0,1000
Reagent Cartridge,A,10,-196950,-628000,-865000,0,1000
Reagent Cartridge,A,11,-189850,-628000,-965000,0,1000
Reagent Cartridge,A,12,-183350,-628000,-965000,0,1000
Reagent Cartridge,B,1,-14150,-1043000,-968000,-550000,1000
Reagent Cartridge,B,2,-239850,-1043000,-968000,-550000,1000
Reagent Cartridge,B,3,0,0,0,0,1000
Reagent Cartridge,B,4,0,0,0,0,1000
Reagent Cartridge,B,5,0,0,0,0,1000
Reagent Cartridge,B,6,0,0,0,0,1000
Reagent Cartridge,B,7,0,0,0,0,1000
Reagent Cartridge,B,8,0,0,0,0,1000
Reagent Cartridge,B,9,0,0,0,0,1000
Reagent Cartridge,B,10,0,0,0,0,1000
Reagent Cartridge,B,11,0,0,0,0,1000
Reagent Cartridge,B,12,0,0,0,0,1000
Reagent Cartridge,C,1,-246350,-1458000,-968000,-550000,1000
Reagent Cartridge,C,2,-239850,-1458000,-968000,-550000,1000
Reagent Cartridge,C,3,-233350,-1458000,-868000,0,1000
Reagent Cartridge,C,4,-229350,-1458000,-773000,0,1000
Reagent Cartridge,C,5,-223950,-1458000,-773000,0,1000
Reagent Cartridge,C,6,-218550,-1458000,-773000,0,1000
Reagent Cartridge,C,7,-213150,-1458000,-773000,0,1000
Reagent Cartridge,C,8,-207750,-1458000,-773000,0,1000
Reagent Cartridge,C,9,-202350,-1458000,-773000,0,1000
Reagent Cartridge,C,10,-196950,-1458000,-868000,0,1000
Reagent Cartridge,C,11,0,0,0,0,1000
Reagent Cartridge,C,12,-183350,-1458000,-968000,-550000,1000
Reagent Cartridge,D,1,0,0,0,0,1000
Reagent Cartridge,D,2,0,0,0,0,1000
Reagent Cartridge,D,3,0,0,0,0,1000
Reagent Cartridge,D,4,0,0,0,0,1000
Reagent Cartridge,D,5,0,0,0,0,1000
Reagent Cartridge,D,6,0,0,0,0,1000
Reagent Cartridge,D,7,0,0,0,0,1000
Reagent Cartridge,D,8,0,0,0,0,1000
Reagent Cartridge,D,9,0,0,0,0,1000
Reagent Cartridge,D,10,0,0,0,0,1000
Reagent Cartridge,D,11,0,0,0,0,1000
Reagent Cartridge,D,12,0,0,0,0,1000
Sample Rack,A,1,-266350,-678000,-1118000,-400000,1000
Sample Rack,B,1,-266350,-1073000,-1118000,-400000,1000
Sample Rack,C,1,-266350,-1483000,-1118000,-400000,1000
Sample Rack,D,1,0,0,0,0,1000
Aux Heater,A,1,0,0,0,0,1000
Aux Heater,B,1,0,0,0,0,1000
Aux Heater,C,1,0,0,0,0,1000
Aux Heater,D,1,0,0,0,0,1000
Heater/Shaker,,1,-384650,-941000,-649000,-490000,1000
Heater/Shaker,,2,-367650,-941000,-649000,-490000,1000
Heater/Shaker,,3,-348650,-941000,-649000,-490000,1000
Heater/Shaker,,4,-331650,-941000,-649000,-490000,1000
Mag Separator,,1,-387250,-1418000,-813000,0,1000
Mag Separator,,2,-381850,-1418000,-793000,0,1000
Mag Separator,,3,-376450,-1418000,-793000,0,1000
Mag Separator,,4,-371050,-1418000,-793000,0,1000
Mag Separator,,5,-365650,-1418000,-793000,0,1000
Mag Separator,,6,-360250,-1418000,-793000,0,1000
Mag Separator,,7,-354850,-1418000,-793000,0,1000
Mag Separator,,8,-349450,-1418000,-793000,0,1000
Mag Separator,,9,-344050,-1418000,-793000,0,1000
Mag Separator,,10,-338650,-1418000,-793000,0,1000
Mag Separator,,11,-333250,-1418000,-793000,0,1000
Mag Separator,,12,-327850,-1418000,-793000,0,1000
Chiller,,1,0,0,0,0,1000
Chiller,,2,0,0,0,0,1000
Chiller,,3,0,0,0,0,1000
Chiller,,4,0,0,0,0,1000
Chiller,,5,0,0,0,0,1000
Chiller,,6,0,0,0,0,1000
Chiller,,7,0,0,0,0,1000
Chiller,,8,0,0,0,0,1000
Chiller,,9,0,0,0,0,1000
Chiller,,10,0,0,0,0,1000
Chiller,,11,0,0,0,0,1000
Chiller,,12,0,0,0,0,1000
Pre-Amp Thermocycler,,1,-440650,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,2,-435150,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,3,-429650,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,4,-424150,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,5,-418650,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,6,-413150,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,7,-407650,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,8,-402150,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,9,-396650,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,10,-391150,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,11,-385650,-328000,-908000,-400000,1000
Pre-Amp Thermocycler,,12,-381350,-328000,-908000,-400000,1000
Lid Tray,,1,-423650,-968000,-253000,-1198000,1000
Lid Tray,,2,-423650,-968000,-283000,-1198000,1000
Lid Tray,,3,-423650,-968000,-313000,-1198000,1000
Lid Tray,,4,-423650,-968000,-346000,-1198000,1000
Tip Transfer Tray,,1,-461350,-1435000,-1298000,0,1000
Tip Transfer Tray,,2,-455950,-1435000,-1298000,0,1000
Tip Transfer Tray,,3,-450550,-1435000,-1298000,0,1000
Tip Transfer Tray,,4,-445150,-1435000,-1298000,0,1000
Tip Transfer Tray,,5,-439750,-1435000,-1298000,0,1000
Tip Transfer Tray,,6,-434350,-1435000,-1298000,0,1000
Tip Transfer Tray,,7,-428950,-1435000,-1298000,0,1000
Tip Transfer Tray,,8,-423550,-1435000,-1298000,0,1000
Tip Transfer Tray,,9,0,0,0,0,1000
Assay Strip,A,1,-466100,-1885000,-720000,0,1000
Assay Strip,A,2,0,0,0,0,1000
Assay Strip,B,3,0,0,0,0,1000
Assay Strip,B,4,0,0,0,0,1000
Assay Strip,C,5,0,0,0,0,1000
Assay Strip,C,6,0,0,0,0,1000
Assay Strip,D,7,0,0,0,0,1000
Assay Strip,D,8,0,0,0,0,1000
Tray,A,1,0,0,0,0,1000
Tray,A,2,0,0,0,0,1000
Tray,A,3,0,0,0,0,1000
Tray,B,1,0,0,0,0,1000
Tray,B,2,0,0,0,0,1000
Tray,B,3,0,0,0,0,1000
Tray,C,1,0,0,0,0,1000
Tray,C,2,0,0,0,0,1000
Tray,C,3,0,0,0,0,1000
Tray,D,1,0,0,0,0,1000
Tray,D,2,0,0,0,0,1000
Tray,D,3,0,0,0,0,1000
DG8,A,1,-248250,-198000,-1094000,0,1000
DG8,A,2,-243750,-198000,-1113000,0,1000
DG8,A,3,-239250,-198000,-1114000,0,1000
DG8,B,1,0,0,0,0,1000
DG8,B,2,0,0,0,0,1000
DG8,B,3,0,0,0,0,1000
DG8,C,1,0,0,0,0,1000
DG8,C,2,0,0,0,0,1000
DG8,C,3,0,0,0,0,1000
DG8,D,1,0,0,0,0,1000
DG8,D,2,0,0,0,0,1000
DG8,D,3,0,0,0,0,1000
