Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),43.26,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.5,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-927000, velocity='80000'),3.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-462950, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-462750, velocity='20000'),0.9,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-462550, velocity='20000'),0.91,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1035000, velocity='80000'),3.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-935000, velocity='80000'),3.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-478150, velocity='20000'),1.6,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1035000, velocity='80000'),3.88,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),59.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.26,
Aspirate 1000 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=10000, pressure=-300, pipette_tip_type=1000),13.71,
Dispense 1000 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=10000, pressure=None, turn_off_air_valve=True),13.69,
Wait 2 seconds,delay,2,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),13.67,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),8.85,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.18,
Aspirate 1000 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=10000, pressure=-300, pipette_tip_type=1000),5.78,
Dispense 1000 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=10000, pressure=None, turn_off_air_valve=True),6.65,
Wait 2 seconds,delay,2,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.06,
Aspirate 1000 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=10000, pressure=-300, pipette_tip_type=1000),5.69,
Dispense 1000 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=10000, pressure=None, turn_off_air_valve=True),6.67,
Wait 2 seconds,delay,2,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.06,
Aspirate 1000 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=10000, pressure=-300, pipette_tip_type=1000),5.8,
Dispense 1000 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=10000, pressure=None, turn_off_air_valve=True),6.68,
Wait 2 seconds,delay,2,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.03,
Aspirate 1000 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=10000, pressure=-300, pipette_tip_type=1000),5.66,
Dispense 1000 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=10000, pressure=None, turn_off_air_valve=True),6.67,
Wait 2 seconds,delay,2,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.05,
Aspirate 160 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1600, pressure=-300, pipette_tip_type=1000),4.38,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.62,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.57,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.6,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.73,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.57,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.26,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.71,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.52,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.66,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.53,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.24,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.67,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.49,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.73,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.54,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.19,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.6,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.52,
Aspirate 935 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9350, pressure=-300, pipette_tip_type=1000),5.56,
Dispense 935 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=9350, pressure=None, turn_off_air_valve=True),6.6,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.21,
Wait 3 seconds,delay,3,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.18,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.52,
Wait 20 minutes,delay,1200.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.3,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.57,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.19,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.53,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.38,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.42,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.48,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.36,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.23,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.13,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.53,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.21,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.46,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.36,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.49,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.37,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.17,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.2,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.48,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.22,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.37,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.32,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.35,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.49,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.37,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.26,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.18,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.45,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.25,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.37,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.37,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.38,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.54,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.38,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.19,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.1,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.51,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.23,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.47,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.33,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.44,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.48,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.36,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.2,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.08,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.49,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.38,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.39,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.34,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.48,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.54,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.37,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.19,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.25,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.44,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.18,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.4,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.36,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.45,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.55,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.36,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.2,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.04,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-300, pipette_tip_type=1000),5.5,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.26,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.53,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.38,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.49,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=None, turn_off_air_valve=True),4.49,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.36,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.26,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.06,
Aspirate 660 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6600, pressure=-300, pipette_tip_type=1000),5.09,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.23,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.23,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=None, turn_off_air_valve=True),4.18,
Wait 5 seconds,delay,5,
Dispense 120 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1200, pressure=None, turn_off_air_valve=True),4.31,
Wait 5 seconds,delay,5,
Dispense 160 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1600, pressure=None, turn_off_air_valve=True),4.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-275500, velocity='300000'),1.37,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.2,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.24,
Wait 20 seconds,delay,20,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-300, pipette_tip_type=1000),5.04,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=None, turn_off_air_valve=True),5.62,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-396300, velocity='300000'),1.6,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-300, pipette_tip_type=1000),5.05,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-391300, velocity='300000'),1.6,
Dispense 550 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5500, pressure=None, turn_off_air_valve=True),5.55,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-300, pipette_tip_type=1000),5.08,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-402300, velocity='300000'),1.83,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=None, turn_off_air_valve=True),5.52,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-396300, velocity='300000'),1.59,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-300, pipette_tip_type=1000),5.02,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-391300, velocity='300000'),1.6,
Dispense 550 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5500, pressure=None, turn_off_air_valve=True),5.46,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-396300, velocity='300000'),1.59,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-300, pipette_tip_type=1000),4.97,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=None, turn_off_air_valve=True),5.54,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.06,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=1000),4.09,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.08,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.5,
Wait 2 minutes,delay,120.0,
Aspirate 720 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7200, pressure=-300, pipette_tip_type=1000),5.18,
Dispense 720 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7200, pressure=None, turn_off_air_valve=True),5.96,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.09,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.08,
Aspirate 250 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2500, pressure=-300, pipette_tip_type=1000),4.53,
Dispense 250 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2500, pressure=None, turn_off_air_valve=True),4.66,
Wait 10 seconds,delay,10,
Aspirate 250 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2500, pressure=-300, pipette_tip_type=1000),4.52,
Dispense 250 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2500, pressure=None, turn_off_air_valve=True),4.67,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.3,
Aspirate 250 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2500, pressure=-300, pipette_tip_type=1000),4.53,
Dispense 250 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2500, pressure=None, turn_off_air_valve=True),4.57,
Wait 10 seconds,delay,10,
Aspirate 250 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2500, pressure=-300, pipette_tip_type=1000),4.51,
Dispense 250 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2500, pressure=None, turn_off_air_valve=True),4.64,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.07,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-300, pipette_tip_type=50),4.2,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=None, turn_off_air_valve=True),4.2,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.51,
Wait 5 minutes,delay,300.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.08,
Aspirate 80 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=800, pressure=-300, pipette_tip_type=200),4.24,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=None, turn_off_air_valve=True),4.19,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.12,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.2,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.06,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.17,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.04,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.19,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.08,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.21,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.05,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.22,
Wait 5 seconds,delay,5,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-300, pipette_tip_type=200),4.09,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=None, turn_off_air_valve=True),4.2,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=None, turn_off_air_valve=True),4.08,
Wait 5 minutes,delay,300.0,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=200),4.2,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.2,
Wait 2 seconds,delay,2,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),4.07,
