Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),7.29,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.36,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.32,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),6.54,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-730000, velocity='800000'),3.33,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.01,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.41,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-947000, velocity='800000'),3.34,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-100, pipette_tip_type=1000),6.92,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-100, pipette_tip_type=1000),4.81,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),6.91,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.36,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.28,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),6.56,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-730000, velocity='800000'),3.32,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.05,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-947000, velocity='800000'),3.33,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-100, pipette_tip_type=1000),6.99,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-100, pipette_tip_type=1000),4.74,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),7.06,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.28,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.35,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),6.45,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-730000, velocity='800000'),3.33,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.05,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.32,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-947000, velocity='800000'),3.13,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-100, pipette_tip_type=1000),6.94,
Aspirate 150 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1500, pressure=-100, pipette_tip_type=1000),4.76,
Dispense 850 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8500, pressure=100, turn_off_air_valve=True),6.93,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.34,
Wait 5 seconds,delay,5,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.37,
Wait 20 minutes,delay,1200.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.22,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),6.45,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),4.84,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),4.84,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279600, velocity='300000'),1.57,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.3,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.6,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.64,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.54,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.77,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273200, velocity='300000'),1.59,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.2,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.19,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),6.37,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),4.81,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),4.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279600, velocity='300000'),1.57,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.43,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.63,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.62,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.51,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.75,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273200, velocity='300000'),1.61,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.25,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.1,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),6.49,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),4.88,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),4.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279600, velocity='300000'),1.63,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.41,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.55,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.58,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.5,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.83,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273200, velocity='300000'),1.56,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.25,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.1,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),36.16,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),6.41,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),4.77,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),4.88,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),36.15,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),6.22,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),5.62,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),5.25,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=100, turn_off_air_valve=True),5.84,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=100, turn_off_air_valve=True),5.75,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-100, pipette_tip_type=1000),7.09,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),6.43,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),5.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279600, velocity='300000'),1.61,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.33,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.55,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.54,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.55,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.72,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273200, velocity='300000'),1.61,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.21,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.05,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),7.44,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),6.3,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),5.27,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279600, velocity='300000'),1.65,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.38,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.7,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.46,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.64,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.83,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273200, velocity='300000'),1.7,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.37,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.16,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),7.48,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),6.32,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),5.19,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279600, velocity='300000'),1.59,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.33,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.53,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.49,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.47,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.72,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273200, velocity='300000'),1.6,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.27,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.02,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),7.43,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),6.46,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),5.2,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279700, velocity='300000'),1.59,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.39,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.58,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.54,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.53,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.8,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273300, velocity='300000'),1.59,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.18,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.11,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),7.6,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),6.46,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),5.18,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279700, velocity='300000'),1.58,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.44,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.56,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.5,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.54,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.63,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273300, velocity='300000'),1.58,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.28,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.14,
Aspirate 580 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5800, pressure=-100, pipette_tip_type=1000),7.45,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),6.39,
Aspirate 20 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=200, pressure=-100, pipette_tip_type=1000),5.17,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-279700, velocity='300000'),1.6,
Wait 45 seconds,delay,45,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.34,
Wait 5 seconds,delay,5,
Dispense 180 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1800, pressure=100, turn_off_air_valve=True),4.61,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.57,
Wait 5 seconds,delay,5,
Dispense 150 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1500, pressure=100, turn_off_air_valve=True),4.42,
Wait 5 seconds,delay,5,
Dispense 220 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2200, pressure=100, turn_off_air_valve=True),4.69,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-273300, velocity='300000'),1.61,
Dispense 80 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=800, pressure=100, turn_off_air_valve=True),4.22,
Wait 3 seconds,delay,3,
Dispense 25 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=250, pressure=100, turn_off_air_valve=True),4.1,
Aspirate 600 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=6000, pressure=-100, pipette_tip_type=1000),7.64,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),5.92,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-396600, velocity='300000'),1.59,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-100, pipette_tip_type=1000),7.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-391600, velocity='300000'),1.59,
Dispense 550 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5500, pressure=100, turn_off_air_valve=True),5.9,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-100, pipette_tip_type=1000),7.47,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-402600, velocity='300000'),1.82,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),5.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-396600, velocity='300000'),1.6,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-100, pipette_tip_type=1000),7.35,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-391600, velocity='300000'),1.58,
Dispense 550 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5500, pressure=100, turn_off_air_valve=True),13.79,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-396600, velocity='300000'),1.59,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-100, pipette_tip_type=1000),7.4,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),6.07,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.71,
Wait 2 minutes,delay,120.0,
Aspirate 720 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7200, pressure=-100, pipette_tip_type=1000),8.14,
Dispense 720 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7200, pressure=100, turn_off_air_valve=True),7.52,
Wait 3 seconds,delay,3,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.1,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),24.83,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=0, velocity='800000'),7.21,
Aspirate 250 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2500, pressure=-100, pipette_tip_type=1000),6.08,
Dispense 250 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2500, pressure=100, turn_off_air_valve=True),4.86,
Wait 10 seconds,delay,10,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-100, pipette_tip_type=1000),5.95,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.72,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-100, pipette_tip_type=1000),5.97,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.69,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-100, pipette_tip_type=1000),6.09,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.68,
Wait 5 seconds,delay,5,
