Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.94,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),2.89,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=122126, velocity='800000'),5.07,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.96,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.38,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-832000, velocity='800000'),0.95,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.61,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.77,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.61,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.69,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.73,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.95,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.44,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.34,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-832000, velocity='800000'),0.97,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.61,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.63,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.62,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.75,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.65,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.95,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.34,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.98,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-832000, velocity='800000'),0.97,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.64,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.7,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.63,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.74,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.73,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.94,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.33,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-832000, velocity='800000'),0.95,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.59,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.71,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.64,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.74,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.75,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.95,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.46,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.36,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-832000, velocity='800000'),0.96,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.58,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.62,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.58,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.62,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.6,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.89,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.33,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.96,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-832000, velocity='800000'),0.97,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.6,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.75,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.65,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.6,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.72,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.96,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),6.24,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-637000, velocity='800000'),0.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-396750, velocity='300000'),0.95,
Dispense 860 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8600, pressure=200, turn_off_air_valve=True),5.33,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),6.17,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-385750, velocity='300000'),0.9,
Dispense 860 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8600, pressure=200, turn_off_air_valve=True),5.38,
Aspirate 860 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=8600, pressure=-100, pipette_tip_type=1000),6.18,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-390750, velocity='300000'),0.97,
Dispense 860 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=8600, pressure=200, turn_off_air_valve=True),5.34,
Wait 1 seconds,delay,1,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-337000, velocity='800000'),1.69,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=200, turn_off_air_valve=True),4.23,
Wait 1 seconds,delay,1,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=200, turn_off_air_valve=True),4.13,
Aspirate 900 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=9000, pressure=-100, pipette_tip_type=1000),6.44,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=1000),3.33,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-272900, velocity='300000'),0.93,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-832000, velocity='800000'),0.95,
Wait 5 seconds,delay,5,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.58,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=20, turn_off_air_valve=True),7.6,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-267500, velocity='300000'),0.95,
Dispense 600 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=6000, pressure=100, turn_off_air_valve=True),5.86,
Wait 2 minutes,delay,120.0,
Aspirate 400 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=4000, pressure=-100, pipette_tip_type=1000),4.58,
Dispense 400 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=4000, pressure=100, turn_off_air_valve=True),5.26,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-100, pipette_tip_type=1000),4.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=right, value=-385750, velocity='300000'),0.96,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=100, turn_off_air_valve=True),5.63,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-100, pipette_tip_type=1000),4.95,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=left, value=-390750, velocity='300000'),0.97,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=100, turn_off_air_valve=True),5.61,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-642000, velocity='800000'),0.95,
Aspirate 700 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7000, pressure=-100, pipette_tip_type=1000),5.75,
Dispense 700 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7000, pressure=100, turn_off_air_valve=True),6.2,
Wait 2 seconds,delay,2,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.62,
Wait 2 minutes,delay,120.0,
Aspirate 720 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=7200, pressure=-100, pipette_tip_type=1000),5.69,
Dispense 720 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=7200, pressure=100, turn_off_air_valve=True),6.22,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=125181, velocity='800000'),5.04,
Aspirate 250 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2500, pressure=-100, pipette_tip_type=1000),4.1,
Dispense 250 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2500, pressure=100, turn_off_air_valve=True),4.71,
Wait 10 seconds,delay,10,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-100, pipette_tip_type=1000),3.98,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.6,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-100, pipette_tip_type=1000),3.83,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.58,
Aspirate 200 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=2000, pressure=-100, pipette_tip_type=1000),3.83,
Dispense 200 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=2000, pressure=100, turn_off_air_valve=True),4.62,
Wait 20 seconds,delay,20,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=1000),3.56,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.21,
Wait 20 seconds,delay,20,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-710000, velocity='800000'),0.96,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.21,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-780000, velocity='800000'),0.94,
Wait 120 seconds,delay,120,
Aspirate 300 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=3000, pressure=-100, pipette_tip_type=1000),4.22,
Dispense 300 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=3000, pressure=100, turn_off_air_valve=True),4.84,
Wait 5 seconds,delay,5,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.08,
Wait 5 seconds,delay,5,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.11,
Aspirate 500 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5000, pressure=-100, pipette_tip_type=1000),4.96,
Dispense 500 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5000, pressure=100, turn_off_air_valve=True),5.61,
Aspirate 400 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=4000, pressure=-100, pipette_tip_type=1000),4.65,
Dispense 400 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=4000, pressure=100, turn_off_air_valve=True),5.24,
Wait 10 seconds,delay,10,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-100, pipette_tip_type=1000),5.08,
Dispense 550 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5500, pressure=100, turn_off_air_valve=True),5.73,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=132334, velocity='800000'),5.07,
Aspirate 450 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=4500, pressure=-100, pipette_tip_type=1000),4.83,
Dispense 450 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=4500, pressure=100, turn_off_air_valve=True),5.39,
Wait 10 seconds,delay,10,
Aspirate 400 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=4000, pressure=-100, pipette_tip_type=1000),4.58,
Dispense 400 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=4000, pressure=100, turn_off_air_valve=True),5.22,
Wait 10 seconds,delay,10,
Aspirate 550 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=5500, pressure=-100, pipette_tip_type=1000),5.1,
Dispense 550 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=5500, pressure=100, turn_off_air_valve=True),5.71,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=125142, velocity='800000'),5.12,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),3.34,
Dispense 35 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=350, pressure=100, turn_off_air_valve=True),4.02,
Aspirate 30 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=300, pressure=-100, pipette_tip_type=50),3.34,
Dispense 35 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=350, pressure=100, turn_off_air_valve=True),3.98,
Wait 5 minutes,delay,300.0,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=129403, velocity='800000'),5.07,
Aspirate 83 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=830, pressure=-100, pipette_tip_type=200),3.47,
Dispense 83 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=830, pressure=100, turn_off_air_valve=True),4.23,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=200),3.33,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.09,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=200),3.35,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.1,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=200),3.33,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.1,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=200),3.33,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.09,
Aspirate 50 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=500, pressure=-100, pipette_tip_type=200),3.37,
Dispense 50 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=500, pressure=100, turn_off_air_valve=True),4.09,
Wait 30 seconds,delay,30,
Aspirate 52 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=520, pressure=-100, pipette_tip_type=200),3.31,
Dispense 52 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=520, pressure=100, turn_off_air_valve=True),4.12,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1005000, velocity='800000'),0.96,
Wait 3 seconds,delay,3,
Dispense 20 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=200, pressure=100, turn_off_air_valve=True),3.97,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1105000, velocity='800000'),0.97,
Home the Seyonic Pipettor,api.upper_gantry.upper_gantry.home_pipettor(),3.82,
Wait 5 minutes,delay,300.0,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.96,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.96,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.58,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.95,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.96,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.97,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.96,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.57,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.97,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.38,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.95,
Aspirate 100 uL,api.upper_gantry.upper_gantry.aspirate(aspirate_vol=1000, pressure=-100, pipette_tip_type=200),3.59,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=up, value=-1048000, velocity='800000'),0.94,
Dispense 100 uL,api.upper_gantry.upper_gantry.dispense(dispense_vol=1000, pressure=100, turn_off_air_valve=True),4.37,
Move relative,api.upper_gantry.upper_gantry.move_relative(direction=down, value=-1068000, velocity='800000'),0.95,
