		- Message (SEND): http://127.0.0.1:8000/reader/axis/move/10?position=0&velocity=80000
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":29740,"message":">a,dcbe,?pos,39ae","response":"<a,dcbe,0,-194158\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31885,"message":">a,3bf4,?pos,2d11","response":"<a,3bf4,0,-193020\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32663,"message":">a,8f06,?pos,abc9","response":"<a,8f06,0,-191781\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":30288,"message":">a,5504,?pos,cdfc","response":"<a,5504,0,-190440\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31295,"message":">a,c77,?pos,6de","response":"<a,c77,0,-188667\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31294,"message":">a,ccc5,?pos,d253","response":"<a,ccc5,0,-186416\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31382,"message":">a,337f,?pos,ee7c","response":"<a,337f,0,-184166\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":35069,"message":">a,2d24,?pos,8d96","response":"<a,2d24,0,-181916\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":41356,"message":">a,1e51,?pos,522b","response":"<a,1e51,0,-179104\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34611,"message":">a,7a82,?pos,d2a2","response":"<a,7a82,0,-176855\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32815,"message":">a,7bbb,?pos,3390","response":"<a,7bbb,0,-174605\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31720,"message":">a,18e8,?pos,5988","response":"<a,18e8,0,-172356\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33558,"message":">a,7203,?pos,5761","response":"<a,7203,0,-170105\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31911,"message":">a,414c,?pos,c29c","response":"<a,414c,0,-167855\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":70321,"message":">a,26f9,?pos,58ac","response":"<a,26f9,0,-163918\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":72315,"message":">a,fa0b,?pos,8c2e","response":"<a,fa0b,0,-158854\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":42570,"message":">a,1988,?pos,5f4","response":"<a,1988,0,-154916\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33039,"message":">a,88b8,?pos,821e","response":"<a,88b8,0,-152103\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":39147,"message":">a,12aa,?pos,8a61","response":"<a,12aa,0,-149290\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":42520,"message":">a,b351,?pos,fd40","response":"<a,b351,0,-145915\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":77544,"message":">a,7f79,?pos,420a","response":"<a,7f79,0,-139164\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":38978,"message":">a,8070,?pos,bec9","response":"<a,8070,0,-136353\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32385,"message":">a,f89a,?pos,8bb5","response":"<a,f89a,0,-134103\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31988,"message":">a,641,?pos,41b7","response":"<a,641,0,-131853\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":35357,"message":">a,37b8,?pos,bcb1","response":"<a,37b8,0,-129603\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32362,"message":">a,4d89,?pos,d990","response":"<a,4d89,0,-127353\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":31871,"message":">a,4431,?pos,bd61","response":"<a,4431,0,-125103\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34103,"message":">a,5fcc,?pos,7a6b","response":"<a,5fcc,0,-122853\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33957,"message":">a,e99b,?pos,7ec0","response":"<a,e99b,0,-120603\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":35228,"message":">a,3e74,?pos,4cc0","response":"<a,3e74,0,-118353\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":29539,"message":">a,9228,?pos,3812","response":"<a,9228,0,-116104\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33772,"message":">a,4afe,?pos,6b83","response":"<a,4afe,0,-113854\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24919,"message":">a,e4fd,?pos,e4da","response":"<a,e4fd,0,-112166\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32488,"message":">a,78c5,?pos,2f5e","response":"<a,78c5,0,-109916\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":23716,"message":">a,6600,?pos,a596","response":"<a,6600,0,-108229\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24382,"message":">a,f41d,?pos,c552","response":"<a,f41d,0,-106540\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24014,"message":">a,cc68,?pos,d94d","response":"<a,cc68,0,-96978\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33816,"message":">a,be84,?pos,a7b6","response":"<a,be84,0,-94729\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (SEND): http://127.0.0.1:8000/reader/axis/move/11?position=0&velocity=80000
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32074,"message":">a,b715,?pos,638f","response":"<a,b715,0,-92479\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34069,"message":">a,ee53,?pos,8714","response":"<a,ee53,0,-90228\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24108,"message":">a,35c1,?pos,820b","response":"<a,35c1,0,-88541\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24159,"message":">a,458a,?pos,3a00","response":"<a,458a,0,-86854\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34609,"message":">a,8d6e,?pos,3b78","response":"<a,8d6e,0,-84604\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33380,"message":">a,8aaa,?pos,4987","response":"<a,8aaa,0,-82355\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34896,"message":">a,63d3,?pos,3fa7","response":"<a,63d3,0,-80106\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32081,"message":">a,1599,?pos,a01c","response":"<a,1599,0,-77857\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34077,"message":">a,ec08,?pos,f599","response":"<a,ec08,0,-75607\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33893,"message":">a,a992,?pos,bcac","response":"<a,a992,0,-73357\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33683,"message":">a,cf76,?pos,dc5f","response":"<a,cf76,0,-71107\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33807,"message":">a,8ee1,?pos,b2b1","response":"<a,8ee1,0,-68858\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33440,"message":">a,a637,?pos,709c","response":"<a,a637,0,-66608\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34665,"message":">a,7bff,?pos,abfe","response":"<a,7bff,0,-64359\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32687,"message":">a,8c3a,?pos,e2ec","response":"<a,8c3a,0,-62110\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":35465,"message":">a,2699,?pos,4170","response":"<a,2699,0,-59860\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34151,"message":">a,a7a2,?pos,30e1","response":"<a,a7a2,0,-57611\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34759,"message":">a,9c02,?pos,f6ab","response":"<a,9c02,0,-55361\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33812,"message":">a,b1f,?pos,d56e","response":"<a,b1f,0,-53112\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33372,"message":">a,9580,?pos,d81a","response":"<a,9580,0,-50862\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33837,"message":">a,725d,?pos,8dfb","response":"<a,725d,0,-48613\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":41289,"message":">a,94d0,?pos,8888","response":"<a,94d0,0,-45801\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":35316,"message":">a,dbeb,?pos,c78a","response":"<a,dbeb,0,-43552\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":35093,"message":">a,f31,?pos,14d3","response":"<a,f31,0,-41303\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32672,"message":">a,b0e0,?pos,b7cf","response":"<a,b0e0,0,-39053\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":23516,"message":">a,8842,?pos,fbe6","response":"<a,8842,0,-37367\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33733,"message":">a,448,?pos,628b","response":"<a,448,0,-35117\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":27159,"message":">a,ec73,?pos,4e0","response":"<a,ec73,0,-32868\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32646,"message":">a,34e9,?pos,cd32","response":"<a,34e9,0,-30618\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":25178,"message":">a,2ad3,?pos,1d55","response":"<a,2ad3,0,-28931\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":23801,"message":">a,cb8c,?pos,a306","response":"<a,cb8c,0,-27245\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24295,"message":">a,5688,?pos,aae7","response":"<a,5688,0,-25710\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24009,"message":">a,f833,?pos,9ad","response":"<a,f833,0,-24708\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":25075,"message":">a,110b,?pos,c4b4","response":"<a,110b,0,-23785\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":23277,"message":">a,a895,?pos,9ed8","response":"<a,a895,0,-22942\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32449,"message":">a,337f,?pos,ee7c","response":"<a,337f,0,-21941\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":23240,"message":">a,41e,?pos,ba3c","response":"<a,41e,0,-21284\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":35034,"message":">a,119c,?pos,85ea","response":"<a,119c,0,-20531\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":25517,"message":">a,a51f,?pos,b4e5","response":"<a,a51f,0,-20060\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":25545,"message":">a,28c,?pos,55d4","response":"<a,28c,0,-19668\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":22439,"message":">a,c2fd,?pos,5c33","response":"<a,c2fd,0,-19356\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24567,"message":">a,c7c8,?pos,308b","response":"<a,c7c8,0,-19124\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24751,"message":">a,204b,?pos,bff0","response":"<a,204b,0,-18971\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":22229,"message":">a,a358,?pos,4fb8","response":"<a,a358,0,-18898\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":25338,"message":">a,32ba,?pos,bb33","response":"<a,32ba,0,-18891\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":23218,"message":">a,5469,?pos,b0fa","response":"<a,5469,0,-18891\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":24602,"message":">a,3a9a,?pos,bec5","response":"<a,3a9a,0,-18891\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/home/10
		- Message (RECEIVED): Status Code: OK
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":32108,"message":">a,8b5b,?pos,9920","response":"<a,8b5b,0,0\r"}
	- Message: 0 reached in 0.043243408203125 seconds for reader module along Heater C
	- Current Time: 10:18:21
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":22230,"message":">a,587,?pos,716a","response":"<a,587,0,0\r"}
	- Message: 0 reached in 4.457571744918823 seconds for reader module along Heater C
	- Current Time: 10:18:21
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":33555,"message":">a,878c,?pos,c2f5","response":"<a,878c,0,0\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/home/10
		- Message (RECEIVED): Status Code: OK
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/10
		- Message (RECEIVED): {"_sid":3,"_mid":10,"_duration_us":34317,"message":">a,550b,?pos,a805","response":"<a,550b,0,0\r"}
	- Message: 0 reached in 0.045360565185546875 seconds for reader module along Heater C
	- Current Time: 10:18:21
		- Message (SEND): http://127.0.0.1:8000/reader/axis/move/11?position=0&velocity=80000
		- Message (RECEIVED): Status Code: OK
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":24363,"message":">b,466e,?pos,fe8b","response":"<b,466e,0,-199976\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":26806,"message":">b,adc7,?pos,3409","response":"<b,adc7,0,-199905\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":23787,"message":">b,6cc1,?pos,21c","response":"<b,6cc1,0,-199786\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":23527,"message":">b,806,?pos,fc9","response":"<b,806,0,-199619\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":26136,"message":">b,ed,?pos,d578","response":"<b,ed,0,-199404\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":23536,"message":">b,3f4e,?pos,fb41","response":"<b,3f4e,0,-199141\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":30906,"message":">b,692b,?pos,3cbf","response":"<b,692b,0,-198717\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":31555,"message":">b,68c1,?pos,4bd","response":"<b,68c1,0,-198207\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":23781,"message":">b,29e2,?pos,cd6b","response":"<b,29e2,0,-197769\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":26001,"message":">b,bb8d,?pos,f4aa","response":"<b,bb8d,0,-197111\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":32518,"message":">b,62c9,?pos,8092","response":"<b,62c9,0,-196367\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":32861,"message":">b,55e,?pos,5695","response":"<b,55e,0,-195539\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":33886,"message":">b,7da6,?pos,2330","response":"<b,7da6,0,-194625\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":30717,"message":">b,ef2c,?pos,2aa","response":"<b,ef2c,0,-193627\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":25834,"message":">b,1b8a,?pos,7256","response":"<b,1b8a,0,-192822\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":22889,"message":">b,6d40,?pos,cf3d","response":"<b,6d40,0,-191969\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":34318,"message":">b,5d44,?pos,69b7","response":"<b,5d44,0,-190758\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":32535,"message":">b,390f,?pos,cd99","response":"<b,390f,0,-189329\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":29388,"message":">b,4bca,?pos,13aa","response":"<b,4bca,0,-187311\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":34968,"message":">b,6320,?pos,5642","response":"<b,6320,0,-185249\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":31394,"message":">b,f2c0,?pos,e64a","response":"<b,f2c0,0,-183187\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":27049,"message":">b,a3a5,?pos,e9f5","response":"<b,a3a5,0,-181640\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":33300,"message":">b,ca16,?pos,3ee3","response":"<b,ca16,0,-179577\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":31564,"message":">b,9513,?pos,a823","response":"<b,9513,0,-177514\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":23610,"message":">b,c5c3,?pos,ef55","response":"<b,c5c3,0,-175967\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":25055,"message":">b,7021,?pos,2877","response":"<b,7021,0,-174420\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":25230,"message":">b,d690,?pos,c0d1","response":"<b,d690,0,-172873\r"}
		- Message (SEND): http://127.0.0.1:8000/reader/axis/position/11
		- Message (RECEIVED): {"_sid":3,"_mid":11,"_duration_us":34536,"message":">b,407a,?pos,fe36","response":"<b,407a,0,-170811\r"}
